,名称,住所,電話番号,緯度,経度,種別
1760,水盤　文政８年在銘,東京都江東区大島2-15-4　　　　　　　　　　　　　　　　 　　,(03)3681-7217,35.690656,139.823435,江東区登録文化財
1761,力石,東京都江東区大島2-15-4　　　　　　　　　　　　　　　　 　　,(03)3681-7217,35.690656,139.823435,江東区登録文化財
1762,地蔵供養塔　延享元年在銘,東京都江東区大島3-1-8,,35.689608,139.826664,江東区登録文化財
1763,子安稲荷社碑　大正６年在銘,東京都江東区大島3-21-9　　　　　　　　　　　　　　　 　,,35.691675,139.828798,江東区登録文化財
1764,地蔵供養塔,東京都江東区大島3-31-15　　　　　　　　　　　　　　　 　　,,35.689646,139.831112,江東区登録文化財
1765,地蔵供養塔,東京都江東区大島3-31-15　　　　　　　　　　　　　　　 　　,,35.689646,139.831112,江東区登録文化財
1766,地蔵供養塔　享保10年在銘,東京都江東区大島3-31-15　　　　　　　　　　　　　　　 　　,,35.689646,139.831112,江東区登録文化財
1767,水盤　明和３年在銘,東京都江東区大島4-19                                        ,,35.686609,139.832373,江東区登録文化財
1768,水盤　町火消九組奉納,東京都江東区大島5-39-26,(03)3684-4749,35.686392,139.836618,江東区登録文化財
1769,力石　２個,東京都江東区大島5-39-26,(03)3684-4749,35.686392,139.836618,江東区登録文化財
1770,庚申塔　天明７年在銘,東京都江東区大島7-24-1 ,(03)3681-7058,35.690871,139.840979,江東区登録文化財
1771,六角石塔　文政６年在銘,東京都江東区大島7-24-1 ,(03)3681-7058,35.690871,139.840979,江東区登録文化財
1772,豊栄社石祠　文化２年在銘,東京都江東区大島7-24-1 ,(03)3681-7058,35.690871,139.840979,江東区登録文化財
1773,力石,東京都江東区大島7-24-1 ,(03)3681-7058,35.690871,139.840979,江東区登録文化財
1774,水神宮石祠　宝暦11年在銘,東京都江東区大島7-24-1 ,(03)3681-7058,35.690871,139.840979,江東区登録文化財
1775,庚申塔　正徳２年在銘,東京都江東区大島8-19-12　　　　　　　　　　　　　　　,(03)5683-5581 ,35.687724,139.841299,江東区登録文化財
1776,塩なめ地蔵,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1777,六地蔵,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1778,六字名号供養塔　寛政９年在銘,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1779,地蔵菩薩　享保18年在銘,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1780,西国坂東秩父百番札所巡拝塔　並木浅右衛門奉納,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1781,力石　寛文４年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区指定文化財
1782,庚申塔　延宝８年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1783,庚申塔　元禄６年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1784,庚申塔　寛文元年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区指定文化財
1785,庚申塔　延宝８年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区指定文化財
1786,庚申塔　延宝３年在銘,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1787,水盤　尊空稲荷神社旧蔵,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1788,獅子頭　一対,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1789,法華経供養塔　享保５年在銘,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1790,力石,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1791,法華経供養塔　享保14年在銘,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1792,法華経供養塔,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1793,馬頭観世音供養塔　昭和３年在銘,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1794,水盤　治兵衛新田氏子中奉納,東京都江東区北砂3-21-11,,35.681664,139.830605,江東区登録文化財
1795,庚申塔　享保３年在銘,東京都江東区北砂3-21-11,,35.681664,139.830605,江東区登録文化財
1796,力石　４個,東京都江東区北砂3-21-11,,35.681664,139.830605,江東区登録文化財
1797,観音供養塔　元禄15年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1798,弘法大師標柱　元治元年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1799,弘法大師標柱,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1800,厄除弘法大師持宝院標柱　天保10年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1801,水盤　文化14年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1802,水盤　砂村高砂講奉納,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1803,水盤　明治８年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1804,高砂講関係石造物群,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1805,水盤　大正３年在銘,東京都江東区北砂4-25-15　,,35.679314,139.832791,江東区登録文化財
1806,天水桶　大正９年在銘　一対,東京都江東区北砂4-25-15　,,35.679314,139.832791,江東区登録文化財
1807,百度石　昭和３年在銘,東京都江東区北砂4-25-15　,,35.679314,139.832791,江東区登録文化財
1808,水盤　寛延２年在銘,東京都江東区北砂6-12　,,35.683567,139.836259,江東区登録文化財
1809,百度石　昭和13年在銘,東京都江東区北砂6-12　,,35.683567,139.836259,江東区登録文化財
1810,鬼子母神道道標,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区指定文化財
1811,題目供養塔,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
1812,庚申塔　天保15年在銘,東京都江東区東砂2-14-5　　　　　　　　　,,35.686116,35.686116,江東区登録文化財
1813,水盤　嘉永３年在銘,東京都江東区東砂2-14-5　　　　　　　　　　　,,35.686116,35.686116,江東区登録文化財
1814,水盤　浅野喜兵衛奉納,東京都江東区東砂3-17-17　　　　　　　　　　　　　　,,35.681494,139.841778,江東区登録文化財
1815,水盤　元文３年在銘,東京都江東区東砂4-2-18,,35.677108,35.677108,江東区登録文化財
1816,力石,東京都江東区東砂4-2-18,,35.677108,35.677108,江東区登録文化財
1817,奉納額　元神明付近景観図　明治35年在銘,東京都江東区東砂4-2-18,,35.677108,35.677108,江東区登録文化財
1818,北向子育地蔵尊,東京都江東区東砂4-3                                            ,,35.676924,139.837675,江東区登録文化財
1819,力石  12個,東京都江東区東砂5-4-10 ,,35.676503,139.840635,江東区登録文化財
1820,庚申塔　元禄14年在銘,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1821,水神社石祠　天明４年在銘,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1822,竜神社石祠　寛保元年在銘,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1823,天神社石祠　天保４年在銘,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1824,力石　４個,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1825,湯立釜　八郎右衛門新田若者中奉納,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1826,庚申塔　正徳２年在銘,東京都江東区東砂7-12-2                            ,,35.673093,139.840624,江東区登録文化財
1827,子育地蔵　附地蔵堂建立碑,東京都江東区東砂7-12-2                                   ,,35.673093,139.840624,江東区登録文化財
1828,庚申塔　延宝３年在銘,東京都江東区南砂2-28-1  ,,35.675418,139.821618,江東区登録文化財
1829,中央寺奉納桶・十能・火箸,東京都江東区南砂4-15-20,(03)3644-6411,35.672773,139.830761,江東区登録文化財
1830,水盤　文久２年在銘,東京都江東区南砂4-15-20,(03)3644-6411,35.672773,139.830761,江東区登録文化財
1831,秋葉三尺坊権現像,東京都江東区南砂4-15-20,(03)3644-6411,35.672773,139.830761,江東区登録文化財
1832,弁財天石祠　天明４年在銘,東京都江東区南砂4,,,,江東区登録文化財
1833,力石,東京都江東区南砂5-24地先　仙台堀川公園内 旧大石家住宅,(03)3647-9819,35.674424,139.835955,江東区登録文化財
1834,元八まん道道標　有扇亭石文在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1835,出羽三山碑　砂村講中奉納,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1836,砂町の富士塚,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区指定文化財
1837,燈籠（残欠）　若者中奉納　一対,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1838,力石　９個,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1839,力石　砂村稲荷神社旧蔵  ８個,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1840,絵馬　寛政９年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1841,弁財天石祠　寛政元年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1842,浅間神社石祠　明治29年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1843,獅子頭　一対,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1844,小御嶽神社　明治26年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1845,庚申塔　宝暦６年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1846,天水桶　明治35年在銘一対,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1847,深川十講碑　昭和８年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1848,元祖山吉御水講中碑　昭和８年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1849,山吉丸す講改築紀念碑　昭和８年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1850,水盤　昭和14年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1851,出羽三山碑　村井鍋次郎奉納,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1852,山吉講同行碑　石崎甚兵衛他奉納,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1853,山吉講同行碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1854,経が嶽碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1855,富士信仰歌碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1857,亀戸天神の鷽替,東京都江東区亀戸天神社,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1863,中洲の渡し跡,東京都江東区清澄1-1､佐賀2-1〜中央区,,35.680954,139.791697,江東区登録文化財
1864,平賀源内エレキテル実験の地,東京都江東区清澄1-2.3,,35.680854,139.792073,江東区登録文化財
1865,セメント工業発祥の地,東京都江東区清澄1-2,,35.680733,139.793271,江東区登録文化財
1866,上・中・下之橋跡,東京都江東区清澄1-2〜佐賀2-10､佐賀2-1.7〜2-1.10､佐賀2-1.2〜佐賀1-1.14,,,,江東区登録文化財
1867,陸奥宗光宅跡,東京都江東区清澄1-5付近,,35.681819,139.793669,江東区登録文化財
1868,霊雲院跡,東京都江東区清澄1-4.5.6.7付近、2-5.9.10.11付近,,35.6828,139.794182,江東区登録文化財
1869,前島密宅跡,東京都江東区清澄2-2,,35.680455,139.795629,江東区登録文化財
1870,三野村利左衛門宅跡,東京都江東区清澄2-6.7.8.11.12,,35.682035,139.795852,江東区登録文化財
1871,桑田立斎宅跡,東京都江東区清澄2-13付近,,35.682861,139.795032,江東区登録文化財
1872,村田春海墓,東京都江東区清澄3-4-23,,35.681383,139.797588,東京都指定文化財
1873,呂一官墓,東京都江東区清澄3-4-23,,35.681383,139.797588,江東区登録文化財
1874,仁木三岳墓,東京都江東区清澄3-4-23,,35.681383,139.797588,江東区登録文化財
1875,村田家墓,東京都江東区清澄3-4-23,,35.681383,139.797588,江東区登録文化財
1876,元木場跡,東京都江東区清澄、佐賀、福住、深川付近,,,,江東区登録文化財
1877,川船番所跡,東京都江東区常盤1-1付近,,35.683811,139.794526,江東区登録文化財
1878,旧万年橋跡,東京都江東区常盤1-2〜清澄1-8,,35.683637,139.79425,江東区登録文化財
1879,芭蕉翁古池の跡,東京都江東区常盤1-3.16.17付近,,35.684291,139.794527,東京都指定文化財
1880,旧新大橋跡,東京都江東区常盤1-6〜中央区,,35.685674,139.793794,江東区登録文化財
1881,猿子橋跡,東京都江東区常盤1-11.12〜1-9.13,,35.685333,139.796024,江東区登録文化財
1882,深川御籾蔵跡,東京都江東区常盤1付近,,35.685539,139.794714,江東区登録文化財
1883,慈眼寺跡,東京都江東区常盤2-5.6付近及び猿江2-15付近,,,,江東区登録文化財
1884,二代目中村芝翫宅跡,東京都江東区常盤2-12.13.14,,35.684211,139.798292,江東区登録文化財
1885,高橋跡,東京都江東区常盤2-15、高橋1〜清澄2-11、白河1-7,,,,江東区登録文化財
1886,櫨御植付場跡,東京都江東区新大橋1-2.3,,35.687713,139.793248,江東区登録文化財
1887,安宅の渡し跡,東京都江東区新大橋1-5.8〜中央区,,35.688718,139.793037,江東区登録文化財
1888,御船蔵跡,東京都江東区新大橋1付近,,35.687791,139.793145,江東区登録文化財
1889,安宅丸繋留地跡,東京都江東区新大橋1、2,,"35.688736,",139.793255,江東区登録文化財
1890,御用石灰置場並会所跡,東京都江東区新大橋1、常盤1-6,,35.685738,39.794322,江東区登録文化財
1891,会輔堂跡,東京都江東区新大橋2-5付近,,35.687322,139.79472,江東区登録文化財
1892,小野友五郎宅跡,東京都江東区新大橋2-11.12付近,,35.688766,139.794486,江東区登録文化財
1893,伊豆長八宅跡,東京都江東区新大橋2-5〜3-5,,35.687443,139.794476,江東区登録文化財
1894,六間堀跡,東京都江東区新大橋3-18〜常盤1-19,,35.688899,139.796476,江東区登録文化財
1895,深川村発祥の地,東京都江東区森下1-3-17　深川神明宮付近,,35.686682,139.797309,江東区登録文化財
1896,五間堀跡,東京都江東区森下1-17〜3-13,,35.689831,139.799133,江東区登録文化財
1897,泉養寺跡,東京都江東区森下1、常盤2付近及び猿江2-13.14付近,,,,江東区登録文化財
1898,伊東深水誕生の地,東京都江東区森下1、常盤2,,35.686106,139.797549,江東区登録文化財
1899,芭蕉翁句塚跡,東京都江東区森下2-22-9,(03)3631-9063,35.688665,139.798816,江東区登録文化財
1900,日本駄右衛門墓跡,東京都江東区森下2-22-9,(03)3631-9063,35.688665,139.798816,江東区登録文化財
1901,東京府小学第六校跡,東京都江東区森下2-22-9,(03)3631-9063,35.688665,139.798816,江東区登録文化財
1902,瓢池園陶磁器工場跡,東京都江東区森下3-5、3-13、4-24.25,,35.685455,139.802433,江東区登録文化財
1903,大工町の渡し跡,東京都江東区森下3-1.12付近〜白河2-23,,35.684135,139.801221,江東区登録文化財
1904,旭焼製造場跡,東京都江東区森下3-13,,35.685455,139.802433,江東区登録文化財
1905,高田早苗誕生の地,東京都江東区森下4-24付近,,35.687968,139.803853,江東区登録文化財
1906,弘文舎跡,東京都江東区平野1-6.7.8付近,,35.678882,139.79907,江東区登録文化財
1907,滝沢馬琴誕生の地,東京都江東区平野1-7.8付近,,35.678492,139.798378,江東区登録文化財
1908,歴代杵屋六左衛門墓,東京都江東区平野1-14-10,(03)3641-7100,35.679017,139.800243,江東区登録文化財
1909,深川授産場跡,東京都江東区平野1、2,,,,江東区登録文化財
1910,水場跡,東京都江東区平野1　海辺橋付近,,35.678191,139.798039,江東区登録文化財
1911,仙台堀,東京都江東区平野2-1〜清澄1-1,,,,江東区登録文化財
1912,手柄岡持墓,東京都江東区平野2-4-7,,,,江東区登録文化財
1913,初代清元延寿太夫墓,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1914,三沢局墓,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1915,矢部定令墓,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1916,深川区役所跡,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1917,洲崎廓追善墓,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1918,福王家歴代墓,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1919,円珠院墓,東京都江東区平野2-4-25,(03)3641-0491,35.678433,139.801951,江東区登録文化財
1920,間宮林蔵墓,東京都江東区平野2-7-8,,,,江東区登録文化財
1921,英一蝶宅跡,東京都江東区三好1-1.8付近,,35.679899,139.799223,江東区登録文化財
1922,石川玄常墓,東京都江東区三好1-4-14 　　　　　　　　　　　　　,,35.679886,139.800985,江東区登録文化財
1923,橋本雅邦墓,東京都江東区三好1-4-24,,,,江東区登録文化財
1924,横綱阿武松緑之助墓,東京都江東区三好1-4-24    ,,,,江東区登録文化財
1925,浦風墓,東京都江東区三好1-4-24    ,,,,江東区登録文化財
1926,天廼門都竜墓,東京都江東区三好1-4-24    ,,,,江東区登録文化財
1927,十三代・十六代木村庄之助墓,東京都江東区三好1-4-24    ,,,,江東区登録文化財
1928,和田家歴代墓,東京都江東区三好1-6-3 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1929,紀伊国屋文左衛門墓,東京都江東区三好1-6-13　　　　　　　　　,,,,江東区登録文化財
1930,三代・四代・五代山響墓,東京都江東区三好1-6-13　　　　　　　　　,,,,江東区登録文化財
1931,松平忠敏墓,東京都江東区三好1-7-7,,35.680547,139.799813,江東区登録文化財
1932,霊巖寺学寮跡,東京都江東区三好1、2、白河1、2付近,,,,江東区登録文化財
1933,二代目勝俵蔵墓,東京都江東区三好2-7-2,,35.679958,139.803315,江東区登録文化財
1934,福士幸次郎墓,東京都江東区三好2-11,,,,江東区登録文化財
1935,庄司甚右衛門墓,東京都江東区三好2-17-14,(03)3641-0591,35.680513,139.803357,江東区登録文化財
1936,初代竹本越路太夫・三代野澤吉兵衛墓,東京都江東区三好2-17-14,(03)3641-0591,35.680513,139.803357,江東区登録文化財
1937,後藤三右衛門光亨墓,東京都江東区三好2-17-14,(03)3641-0591,35.680513,139.803357,江東区登録文化財
1938,福聚庵跡　黄檗宗江戸八カ庵の一,東京都江東区三好3-4.11付近,,,,江東区登録文化財
1939,大屋裏住墓,東京都江東区三好3-7-5　　　　　　　　,,35.680536,139.804301,江東区登録文化財
1940,進藤忠次墓,東京都江東区三好3-7-5　　　　　　　　　　　　　　,,35.680536,139.804301,江東区登録文化財
1941,深川の薮そば跡,東京都江東区三好3-10付近,,35.680936,139.805825,江東区登録文化財
1942,度会園女墓,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1943,奈良屋茂左衛門墓跡,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1944,松平定信墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,国指定重要文化財
1945,雄誉霊巖墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1946,本多忠統墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1947,松田東吉郎墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1948,高田藩主榊原家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1949,桑名藩主松平家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1950,膳所藩主本多家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1951,尼崎藩主松平家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1952,今治藩主松平家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1953,峰山藩主京極家墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1954,松旭斎天一墓,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1955,干鰯場（銚子場）跡,東京都江東区白河1-7付近,,35.682256,139.800193,江東区登録文化財
1956,岩出惣兵衛宅跡,東京都江東区白河1-7付近,,35.682883,139.799284,江東区登録文化財
1957,下手渡藩上屋敷跡,東京都江東区白河2-1.2.10.11.12,,,,江東区登録文化財
1958,真光庵跡　黄檗宗江戸八カ庵の一,東京都江東区白河2-4.8付近,,,,江東区登録文化財
1959,万祥庵跡　黄檗宗江戸八カ庵の一,東京都江東区白河2-4.8付近,,,,江東区登録文化財
1960,海辺新田鋳銭座跡,東京都江東区白河2-20〜23,,,,江東区登録文化財
1961,加舎白雄誕生の地,東京都江東区白河4-9、三好4-1〜3付近,,,,江東区登録文化財
1962,大慈庵跡　黄檗宗江戸八カ庵の一,東京都江東区高橋及び猿江2-12,,,,江東区登録文化財
1963,隅田川汽船航路跡,東京都江東区佐賀1-1〜常盤1-6〜墨田区,,,,江東区登録文化財
1964,旧永代橋跡,東京都江東区佐賀1-1〜中央区,,,,江東区登録文化財
1965,深川正米市場跡,東京都江東区佐賀1-8-13,,35.67661,139.790117,江東区登録文化財
1966,干鰯場（元場）跡,東京都江東区佐賀1-14、15、17、18付近,,35.676646,139.791862,江東区登録文化財
1967,干鰯場（永代場）跡,東京都江東区佐賀2-9、12付近,,,,江東区登録文化財
1968,伊東甲子太郎道場跡,東京都江東区佐賀1-16付近,,35.676561,139.791018,江東区登録文化財
1969,いろは蔵跡,東京都江東区佐賀1-18付近,,35.676561,139.791018,江東区登録文化財
1970,大川口の渡し跡,東京都江東区永代1-7〜中央区,,,,江東区登録文化財
1971,初代市川段四郎墓,東京都江東区永代1-8-8 ,(03)3641-1842,35.674289,139.789584,江東区登録文化財
1972,伊奈忠治・忠重墓,東京都江東区永代1-8-8 ,(03)3641-1842,35.674289,139.789584,江東区登録文化財
1973,佐久間象山砲術塾跡,東京都江東区永代1-14付近,,35.674671,139.790821,江東区登録文化財
1974,熊井理左衛門宅跡,東京都江東区永代1付近,,35.674712,139.789095,江東区登録文化財
1975,相川新兵衛宅跡,東京都江東区永代1付近,,35.674712,139.789095,江東区登録文化財
1976,深川魚市場跡,東京都江東区永代1、2、門前仲町1付近,,,,江東区登録文化財
1977,伊勢ノ海墓,東京都江東区永代2-37-23　　　　　　　　　　　　　　　　,,139.792726,35.675022,江東区登録文化財
1978,佐渡ケ嶽墓,東京都江東区永代2-37-23　　　　　　　　　　　　　　　　,,139.792726,35.675022,江東区登録文化財
1979,六代目式守伊之助墓,東京都江東区永代2-37-23　　　　　　　　　　　　　　　　,,139.792726,35.675022,江東区登録文化財
1980,三代・四代・六代若松墓,東京都江東区永代2-37-23　　　　　　　　　　　　　　　　,,139.792726,35.675022,江東区登録文化財
1981,渋沢栄一宅跡,東京都江東区永代2-37,,35.674427,139.791185,江東区登録文化財
1982,新井白石寓居跡,東京都江東区福住1-9.10,,,,江東区登録文化財
1983,閻魔堂橋跡,東京都江東区福住1-12.15〜深川1-3、福住1・門前仲町1〜深川1-3,,,,江東区登録文化財
1984,干鰯場（江川場）跡,東京都江東区深川1-1、2-6〜11付近,,,,江東区登録文化財
1985,三角屋鋪跡,東京都江東区深川1-5,,35.676289,139.795307,江東区登録文化財
1986,西尾藩藩校典学館跡,東京都江東区深川1-6,,35.677301,139.794913,江東区登録文化財
1987,斎藤鶴磯宅跡,東京都江東区深川1-6.7付近,,,,江東区登録文化財
1988,小津安二郎誕生の地,東京都江東区深川1-8-8,,35.676873,139.796796,江東区登録文化財
1989,採荼庵跡,東京都江東区深川1-8付近,,35.678043,139.797627,江東区登録文化財
1990,和倉の渡し跡,東京都江東区深川2-1、冬木1〜富岡1-17.18,,,,江東区登録文化財
1991,理照院墓,東京都江東区深川2-15-20 ,,35.675496,139.797474,江東区登録文化財
1992,紫檀楼古喜墓,東京都江東区深川2-15-20 ,,35.675496,139.797474,江東区登録文化財
1993,初代市川八百蔵墓,東京都江東区深川2-16-3　　,(03)3641-1652,,,江東区登録文化財
1994,豊田古童墓,東京都江東区深川2-16-3　　,(03)3641-1652,,,江東区登録文化財
1995,五世鶴屋南北墓,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1996,二軒茶屋松本墓,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1997,養源院墓,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1998,工藤平助墓　附工藤丈庵墓,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1999,川口忠七・直墓,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
2000,伴伝兵衛店墓地,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
2001,向井忠勝墓,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,東京都指定文化財
2002,伏見義民墓,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,東京都指定文化財
2003,観嵩月墓,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,東京都指定文化財
2004,英信勝墓,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,東京都指定文化財
2005,海福寺跡,東京都江東区深川2-17,,,,江東区登録文化財
2006,三井親和墓,東京都江東区深川2-19-13 　　　　　　　　　　　　　　　,,35.677014,139.797507,江東区登録文化財
2007,元杢網夫妻墓,東京都江東区深川2-22-5,,35.677186,139.798643,江東区登録文化財
2008,蕎麦切稲荷跡,東京都江東区冬木6付近,,35.673623,139.801448,江東区登録文化財
2009,坪井信道日習堂跡,東京都江東区冬木22,(03)3641-2877,35.676192,139.800019,江東区登録文化財
2010,一の鳥居跡,東京都江東区門前仲町1-4付近,,35.672343,139.794221,江東区登録文化財
2011,伊能忠敬宅跡,東京都江東区門前仲町1-18,,35.674541,139.794175,江東区登録文化財
2012,蓬莱橋跡,東京都江東区富岡1-1.26〜牡丹2-13、3-13,,35.669809,139.798068,江東区登録文化財
2013,東京市立深川図書館跡,東京都江東区富岡1-14　深川公園,,35.672474,139.796973,江東区登録文化財
2014,永代寺跡,東京都江東区富岡1-14　深川公園付近,,35.67286,139.797463,江東区登録文化財
2015,永代寺歴代住持墓,東京都江東区富岡1-15-1,,35.672013,139.798061,江東区登録文化財
2016,富岡八幡宮富士塚跡,東京都江東区富岡1-18付近,,35.672513,139.799164,江東区登録文化財
2017,八幡堀跡,東京都江東区富岡1-19、2-7〜1-20、2-5,,,,江東区登録文化財
2018,二軒茶屋跡,東京都江東区富岡1-20　富岡八幡宮付近,,35.6718,139.799749,江東区登録文化財
2019,三十三間堂跡,東京都江東区富岡2付近,,35.671617,139.801482,江東区登録文化財
2020,四世鶴屋南北宅跡,東京都江東区牡丹1-12-9　　,,35.670764,139.794506,江東区登録文化財
2021,二世烏亭焉馬宅跡,東京都江東区牡丹1付近,,,,江東区登録文化財
2022,雀の森跡,東京都江東区牡丹1付近,,,,江東区登録文化財
